player_cards,other_cards,played_cards,wait_time,model_name
"(13, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(13, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 19)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 22)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 25)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 28)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 31)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(16, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 22)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 25)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 28)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 31)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(19, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 25)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 28)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 31)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(22, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 28)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 31)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(25, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 31)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(28, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 34)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(31, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 37)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(34, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 40)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(37, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 43)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(40, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 46)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(43, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 49)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 88)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 91)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 94)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 97)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(46, 100)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 52)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 55)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 58)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 61)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 64)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 67)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 70)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 73)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 76)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 79)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 82)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
"(49, 85)",3,"(1,)",5.0,QWEN_2.5_CODER_32B
